Date, Tournament, Rank, Winner_Name, Average
01/19/2024,Challenge Tour 1,-,Richie Burnett,89.23
01/19/2024,Challenge Tour 2,-,Danny Jansen,91.49
01/19/2024,World Seniors Darts Tour 1,-,Derek Coulson,89.31
01/19/2024,World Seniors Darts Tour 2,-,Wayne Davies,85.03
01/19/2024,World Seniors Darts Tour Pre-qualifier Event 1,-,Paul Hogan,85.56
01/19/2024,World Series of Darts 1,U,Luke Littler,97.85
01/20/2024,Challenge Tour 3,-,Oskar Lukasiak,86.57
01/20/2024,Challenge Tour 4,-,Stefan Bellmont,93.19
01/20/2024,MODUS Super Series #6 Week 9,-,Wayne Jones,89.32
01/20/2024,World Seniors Championship Qualifier 1,-,Martyn Turner,85.37
01/20/2024,World Seniors Championship Qualifier 2,-,Jim Long,87.19
01/21/2024,Challenge Tour 5,-,Aden Kirk,87.93
01/21/2024,Las Vegas Classic Men,-,Jeff Smith,90.73
01/21/2024,Las Vegas Classic Women,-,Fallon Sherrock,79.22
01/21/2024,Las Vegas Open Men,-,Jacob Taylor,83.69
01/21/2024,Las Vegas Open Women,-,Fallon Sherrock,76.96
01/27/2024,MODUS Super Series #6 Week 10,-,Thomas Sykes,87.21
01/27/2024,Romanian Classic Men,-,Jimmy van Schie,89.66
01/27/2024,Romanian Classic Women,-,Deta Hedman,74.33
01/27/2024,World Series of Darts 2,U,Michael van Gerwen,98.57
01/28/2024,Romanian Open Men,-,Alexander Merkx,84.84
01/28/2024,Romanian Open Women,-,Deta Hedman,75.38
01/28/2024,World Seniors Championship Qualifier 3,-,Paul Hogan,86.65
01/28/2024,World Seniors Championship Qualifier 4,-,,
01/28/2024,World Seniors Darts Tour 3,-,Nick Fullwell,86.64
01/28/2024,World Seniors Darts Tour 4,-,John Henderson,87.96
01/28/2024,World Seniors Darts Tour Pre-qualifier Event 2,-,Richie Howson,90.2
02/01/2024,Dutch Open Warming Up Men,-,Luitzen Elzinga,84.26
02/02/2024,World Seniors Darts Tour 5,-,Ross Montgomery,89.18
02/03/2024,MODUS Super Series #6 Week 11,-,Reece Colley,84.46
02/03/2024,World Seniors Darts Tour 6,-,Jim Long,88.82
02/04/2024,Dutch Open Men,-,,
02/04/2024,Dutch Open Women,-,Beau Greaves,86.26
02/04/2024,Masters,U,Stephen Bunting,99.13
02/10/2024,DPA Pro Tour 1,-,Brent Lloyd,79.33
02/10/2024,DPA Pro Tour 2,-,Brandon Weening,85.3
02/10/2024,European Tour Eastern Europe Qualifier 1,Q,Romeo Grbavac,86.32
02/10/2024,European Tour Eastern Europe Qualifier 2,Q,Vitezslav Sedlak,92.04
02/10/2024,MODUS Super Series #6 Week 12,-,Scott Taylor,92.61
02/10/2024,PDC Europe Next Gen 1,-,Patrick Tringler,87.45
02/11/2024,DPA Pro Tour 3,-,Gordon Mathers,85.44
02/11/2024,European Tour Eastern Europe Qualifier 3,Q,Alexander Masek,83.1
02/11/2024,European Tour Eastern Europe Qualifier 4,Q,Romeo Grbavac,88.11
02/11/2024,PDC Europe Next Gen 2,-,Sascha Stuhlemmer,82.73
02/12/2024,Players Championship 1,PT,Luke Littler,100.36
02/13/2024,Players Championship 2,PT,Gary Anderson,101.8
02/14/2024,European Tour Card Holder Qualifier 1,Q,,
02/14/2024,European Tour Card Holder Qualifier 2,Q,,
02/16/2024,European Tour Nordic and Baltic Qualifier 1,Q,Andreas Harrysson,94.29
02/16/2024,European Tour Nordic and Baltic Qualifier 2,Q,Cor Dekker,82.65
02/17/2024,European Tour Home Nation Qualifier 2,Q,,
02/17/2024,European Tour Home Nation Qualifier 3,Q,,
02/17/2024,European Tour Nordic and Baltic Qualifier 3,Q,Viktor Tingstrom,88.24
02/17/2024,MODUS Super Series #6 Week 13,-,Scott Taylor,94.06
02/17/2024,Nordic Baltic Tour 1,-,Jeffrey de Graaf,86.96
02/18/2024,European Tour Home Nation Qualifier 4,Q,,
02/18/2024,European Tour Home Nation Qualifier 6,Q,,
02/18/2024,Nordic Baltic Tour 2,-,Marko Kantele,86.73
02/18/2024,World Seniors Championship,-,John Henderson,86.2
02/19/2024,Players Championship 3,PT,Ryan Searle,98.01
02/20/2024,Players Championship 4,PT,Damon Heta,97.57
02/21/2024,European Tour Card Holder Qualifier 3,Q,,
02/21/2024,European Tour Card Holder Qualifier 4,Q,,
02/23/2024,Development Tour 1,-,Danny Jansen,91.2
02/23/2024,Development Tour 2,-,Keane Barry,91.93
02/24/2024,Development Tour 3,-,Keane Barry,86.05
02/24/2024,Development Tour 4,-,Jurjen van der Velde,84.87
02/24/2024,DPNZ Pro Tour 1,-,Kayden Milne,85.35
02/24/2024,South Australian Classic Men,-,Howard Jones,81.24
02/24/2024,South Australian Classic Women,-,Amanda Loch,63.38
02/25/2024,Development Tour 5,-,Gian van Veen,91.13
02/25/2024,DPNZ Pro Tour 2,-,Mark Cleaver,86.15
03/02/2024,African Continental Tour 1,-,Samuel Gatura,70.78
03/02/2024,Chinese Premier League 1,-,Bin Zheng,77.98
03/02/2024,Chinese Premier League 2,-,Zong Xiaochen,86.08
03/02/2024,MODUS Super Series #7 Week 1,-,Reece Robinson,85.42
03/03/2024,Chinese Premier League 3,-,Zong Xiaochen,89.72
03/03/2024,Chinese Premier League 4,-,Liu Yuanjun,81.82
03/03/2024,UK Open,MJ,Dimitri Van den Bergh,95.3
03/07/2024,European Tour Home Nation Qualifier 1,Q,,
03/08/2024,World Seniors Darts Tour 7,-,Ross Montgomery,89.23
03/09/2024,MODUS Super Series #7 Week 2,-,Conor Heneghan,89.18
03/09/2024,World Seniors Darts Tour 8,-,Richie Howson,92.13
03/10/2024,European Tour 1,ET,Luke Littler,102.89
03/15/2024,Challenge Tour 6,-,Noa-Lynn van Leuven,91.19
03/15/2024,Challenge Tour 7,-,René Eidams,85.4
03/16/2024,Asian Tour 4,-,Alexis Toylo,86.75
03/16/2024,Asian Tour 5,-,Sandro Eric Sosing,91.01
03/16/2024,Challenge Tour 8,-,Andy Boulton,90.36
03/16/2024,Challenge Tour 9,-,Andy Boulton,90.56
03/16/2024,MODUS Super Series #7 Week 3,-,Bradly Roes,85.4
03/17/2024,Asian Tour 6,-,Shusaku Nakamura,82.17
03/17/2024,Challenge Tour 10,-,Lee Cocks,86.58
03/18/2024,Players Championship 5,PT,Raymond van Barneveld,95.51
03/19/2024,Players Championship 6,PT,Dave Chisnall,97.16
03/23/2024,DPNZ Pro Tour,-,Ben Robb,82.64
03/23/2024,MODUS Super Series #7 Week 4,-,Neil Duff,86.16
03/23/2024,Women's Series 1,-,Fallon Sherrock,86.72
03/23/2024,Women's Series 2,-,Noa-Lynn van Leuven,89.81
03/24/2024,DPNZ Pro Tour 4,-,,
03/24/2024,Women's Series 3,-,Mikuru Suzuki,81.76
03/24/2024,Women's Series 4,-,Fallon Sherrock,91.08
03/30/2024,MODUS Super Series #7 Week 5,-,Andreas Harrysson,89.6
04/01/2024,European Tour 2,ET,Luke Humphries,107.51
04/04/2024,European Tour Nordic and Baltic Qualifier 4,Q,Johan Engstrom,93.52
04/05/2024,European Tour Nordic and Baltic Qualifier 5,Q,Darius Labanauskas,90.15
04/05/2024,European Tour Nordic and Baltic Qualifier 6,Q,Daniel Larsson,87.1
04/06/2024,DPA Pro Tour 4,-,Rob Modra,86.48
04/06/2024,DPA Pro Tour 5,-,Jeremy Fagg,91.46
04/06/2024,European Tour Eastern Europe Qualifier 5,Q,Romeo Grbavac,92.18
04/06/2024,European Tour Eastern Europe Qualifier 6,Q,Sebastian Bialecki,91.48
04/06/2024,European Tour Nordic and Baltic Qualifier 7,Q,Teemu Harju,89.32
04/06/2024,MODUS Super Series #7 Week 6,-,Jimmy van Schie,88.3
04/06/2024,Nordic Baltic Tour 3,-,Johan Engstrom,85.42
04/07/2024,DPA Pro Tour 6,-,Gordon Mathers,90.59
04/07/2024,European Tour Eastern Europe Qualifier 7,Q,Jiri Brescha,81.57
04/07/2024,European Tour Eastern Europe Qualifier 8,Q,Benjamin Pratnemer,90.62
04/07/2024,Nordic Baltic Tour 4,-,Jeffrey de Graaf,87.46
04/08/2024,Players Championship 7,PT,Chris Dobey,99.29
04/09/2024,Players Championship 8,PT,Danny Noppert,97.01
04/10/2024,European Tour Card Holder Qualifier 5,Q,,
04/10/2024,European Tour Card Holder Qualifier 6,Q,,
04/13/2024,Chinese Premier League 5,-,Zong Xiaochen,95.1
04/13/2024,Chinese Premier League 6,-,Liu Chengan,78.24
04/13/2024,MODUS Super Series #7 Week 7,-,Bradley Brooks,88.82
04/13/2024,World Seniors Darts Tour 9,-,Ross Montgomery,87.33
04/14/2024,Chinese Premier League 7,-,Zong Xiaochen,92.14
04/14/2024,Chinese Premier League 8,-,Zong Xiaochen,90.02
04/14/2024,European Tour 3,ET,Martin Schindler,98.18
04/14/2024,World Seniors Darts Tour 10,-,Derek Coulson,87.57
04/19/2024,Ivy Hampton Memorial Men,-,Brandon Weening,84.44
04/19/2024,Ivy Hampton Memorial Women,-,Jo Hadley,59.81
04/20/2024,Asian Tour 7,-,Alexis Toylo,88.77
04/20/2024,Asian Tour 8,-,Ryusei Azemoto,87.63
04/20/2024,Billy Hill Memorial Men,-,Brandon Weening,81.08
04/20/2024,Billy Hill Memorial Women,-,Jo Hadley,61.47
04/20/2024,MODUS Super Series #7 Week 8,-,Ciarán Teehan,88.65
04/20/2024,Women's Series 5,-,Noa-Lynn van Leuven,87.74
04/20/2024,Women's Series 6,-,Beau Greaves,81.74
04/21/2024,Asian Tour 9,-,Ryusei Azemoto,84.3
04/21/2024,European Tour 4,ET,Gary Anderson,95.86
04/21/2024,Women's Series 7,-,Beau Greaves,89.43
04/21/2024,Women's Series 8,-,Mikuru Suzuki,76
04/25/2024,European Tour Home Nation Qualifier 5,Q,,
04/27/2024,DPNZ Pro Tour 5,-,John Hurring,83.27
04/27/2024,MODUS Super Series #7 Week 9,-,Beau Greaves,93.04
04/27/2024,PDJ Steel Darts Japan Tour 1,-,Seigo Asada,91.38
04/27/2024,PDJ Steel Darts Japan Tour 2,-,Seigo Asada,87.07
04/28/2024,DPNZ Pro Tour 6,-,Jordan Whyte,71.62
04/28/2024,European Tour 5,ET,Luke Littler,99.81
04/28/2024,PDJ Steel Darts Japan Tour 3,-,Mitsuhiko Tatsunami,79.66
04/28/2024,PDJ Steel Darts Japan Tour 4,-,Jun Matsuda,80.91
05/03/2024,Development Tour 6,-,Roman Benecky,79.98
05/03/2024,Development Tour 7,-,Gian van Veen,92.33
05/04/2024,African Continental Tour 2,-,Cameron Carolissen,82.87
05/04/2024,Denmark Open Mens,-,Connor Scutt,87.71
05/04/2024,Denmark Open Womens,-,Beau Greaves,90.69
05/04/2024,Development Tour 8,-,Wessel Nijman,98.31
05/04/2024,Development Tour 9,-,Nathan Rafferty,87.06
05/04/2024,MODUS Super Series #7 Week 10,-,Darius Labanauskas,88.57
05/05/2024,Development Tour 10,-,Niko Springer,88.15
05/06/2024,Players Championship 9,PT,Michael Smith,96.59
05/07/2024,Players Championship 10,PT,Brendan Dolan,93.62
05/08/2024,European Tour Card Holder Qualifier 7,Q,,
05/08/2024,European Tour Card Holder Qualifier 8,Q,,
05/11/2024,DPNZ Pro Tour 7,-,John Hurring,85.07
05/11/2024,MODUS Super Series #7 Week 11,-,Andrew Davidson,89.45
05/12/2024,DPNZ Pro Tour 8,-,Mark Cleaver,76.08
05/12/2024,European Tour 6,ET,Rob Cross,101.59
05/18/2024,Asian Tour 10,-,Lourence Ilagan,86.13
05/18/2024,Asian Tour 11,-,Alexis Toylo,86.28
05/18/2024,Bahrain Open,-,Alain Abiabi,88.78
05/18/2024,CDC Pro Tour 1,-,Leonard Gates,91.55
05/18/2024,MODUS Super Series #7 Week 12,-,Cameron Crabtree,86.86
05/19/2024,Asian Tour 12,-,,
05/19/2024,CDC Pro Tour 2,-,Dave Cameron,85.16
05/19/2024,European Tour Home Nation Qualifier 8,Q,,
05/19/2024,European Tour Home Nation Qualifier 9,Q,,
05/23/2024,European Tour Home Nation Qualifier 7,Q,,
05/23/2024,Premier League,U,Luke Littler,99.53
05/25/2024,MODUS Super Series #7 Week 13,-,Andreas Harrysson,91.16
05/26/2024,European Tour 7,ET,Josh Rock,96.41
05/31/2024,European Tour Eastern Europe Qualifier 9,Q,Krzysztof Kciuk,86.3
05/31/2024,European Tour Nordic and Baltic Qualifier 8,Q,Marko Kantele,88.08
06/01/2024,European Tour Eastern Europe Qualifier 10,Q,Sebastian Bialecki,89.57
06/01/2024,European Tour Eastern Europe Qualifier 11,Q,Sebastian Bialecki,93.43
06/01/2024,European Tour Home Nation Qualifier 11,Q,,
06/01/2024,European Tour Nordic and Baltic Qualifier 9,Q,Johan Engstrom,86.27
06/01/2024,Nordic Baltic Tour 5,-,Johan Engstrom,88.38
06/01/2024,North American Darts Championship,-,Matt Campbell,94.02
06/01/2024,World Series of Darts 3,U,Rob Cross,94.35
06/02/2024,European Tour Eastern Europe Qualifier 12,Q,Nandor Pres,84.26
06/02/2024,European Tour Eastern Europe Qualifier 13,Q,Patrick Kovacs,86.13
06/02/2024,European Tour Nordic and Baltic Qualifier 10,Q,Marko Kantele,83.48
06/02/2024,Nordic Baltic Tour 6,-,Jeffrey de Graaf,87.28
06/06/2024,Mongolia Open Men,-,Nitin Kumar,88.91
06/06/2024,Mongolia Open Women,-,Gantsetseg Erdenebileg,47.5
06/07/2024,Challenge Tour 11,-,Christian Kist,92.21
06/07/2024,Challenge Tour 12,-,Christian Kist,91.36
06/07/2024,Ulaanbaatar Open Men,-,Paul Lim,82.45
06/07/2024,Ulaanbaatar Open Women,-,Mikuru Suzuki,74.54
06/08/2024,Asian Tour 13,-,Paolo Nebrida,91.3
06/08/2024,Asian Tour 14,-,Paolo Nebrida,88.78
06/08/2024,Challenge Tour 13,-,Connor Scutt,99.44
06/08/2024,Challenge Tour 14,-,Justin Hood,94.82
06/08/2024,World Seniors Darts Tour 11,-,Matt Clark,88.92
06/08/2024,World Series of Darts 4,U,Gerwyn Price,96.38
06/09/2024,Asian Tour 15,-,Man Lok Leung,85.5
06/09/2024,Challenge Tour 15,-,Wesley Plaisier,92.22
06/09/2024,World Seniors Darts Tour 12,-,Robert Thornton,86.16
06/11/2024,Players Championship 11,PT,Alan Soutar,98.03
06/12/2024,Players Championship 12,PT,Dimitri Van den Bergh,93.51
06/13/2024,European Tour Card Holder Qualifier 9,Q,,
06/13/2024,European Tour Card Holder Qualifier 10,Q,,
06/15/2024,DPA Pro Tour 7,-,Stuart Coburn,84.74
06/15/2024,DPA Pro Tour 8,-,Brent Lloyd,84.14
06/15/2024,Women's Series 9,-,Beau Greaves,85.48
06/15/2024,Women's Series 10,-,Gemma Hayter,75.13
06/15/2024,World Series of Darts 5,U,Luke Littler,99.7
06/16/2024,DPA Pro Tour 9,-,Brody Klinge,86.34
06/16/2024,Women's Series 11,-,Lisa Ashton,80.48
06/16/2024,Women's Series 12,-,Lisa Ashton,75.32
06/21/2024,Development Tour 11,-,Beau Greaves,95.79
06/21/2024,Development Tour 12,-,Keane Barry,89.12
06/22/2024,Development Tour 13,-,Wessel Nijman,94.18
06/22/2024,Development Tour 14,-,Nathan Rafferty,82.05
06/23/2024,Development Tour 15,-,Sebastian Bialecki,91.41
06/23/2024,European Tour 8,ET,Dave Chisnall,94.74
06/30/2024,World Cup,U,,
07/02/2024,Players Championship 13,PT,Ross Smith,97.04
07/03/2024,Players Championship 14,PT,Jonny Clayton,100.85
07/13/2024,CDC Pro Tour 3,-,Gary Mawson,86.41
07/13/2024,CDC Pro Tour 4,-,Stowe Buntz,89.05
07/13/2024,DPA Pro Tour 10,-,Tim Pusey,88.56
07/13/2024,DPA Pro Tour 11,-,Jeremy Fagg,82.96
07/13/2024,PDJ Steel Darts Japan Tour 5,-,Ryuta Arihara,89.2
07/13/2024,PDJ Steel Darts Japan Tour 6,-,Tomoya Goto,85.32
07/14/2024,CDC Pro Tour 5,-,Dave Cameron,88.58
07/14/2024,DPA Pro Tour 12,-,Joe Comito,86.15
07/14/2024,PDJ Steel Darts Japan Tour 7,-,Kenichi Ajiki,85.39
07/14/2024,PDJ Steel Darts Japan Tour 8,-,Seigo Asada,92.46
07/20/2024,Bud Brick Memorial Men,-,Tomoya Maruyama,79.71
07/20/2024,Bud Brick Memorial Women,-,Shiori Sato,64.19
07/20/2024,CDLC Pro Tour 1,-,Norman Madhoo,75.77
07/21/2024,CDLC Pro Tour 2,-,Rashad Sweeting,74.87
07/21/2024,Japan Open,-,Shusaku Nakamura,77.76
07/21/2024,Japan Open Women,-,Kosuzu Iwao,63.74
07/21/2024,PDC Womens World Matchplay,-,Beau Greaves,88.53
07/21/2024,World Matchplay,MJ,Luke Humphries,102.04
07/26/2024,Development Tour 16,-,Wessel Nijman,96.64
07/26/2024,Development Tour 17,-,Wessel Nijman,90.82
07/26/2024,European Tour Nordic and Baltic Qualifier 11,Q,Cor Dekker,84.37
07/26/2024,European Tour Nordic and Baltic Qualifier 12,Q,Anton Ostlund,79.84
07/26/2024,World Seniors Darts Tour 13,-,Jim McEwan,88.79
07/27/2024,African Continental Tour 4,-,Johan Geldenhuys,82.15
07/27/2024,Development Tour 18,-,Niko Springer,89.77
07/27/2024,Development Tour 19,-,Wessel Nijman,86.77
07/27/2024,European Tour Nordic and Baltic Qualifier 13,Q,Marko Kantele,84.05
07/27/2024,Music City Classic Men,-,Leonard Gates,84.49
07/27/2024,Music City Classic Women,-,Andrea Taylor,64.82
07/27/2024,Music City Pro,-,Jason Brandon,84.95
07/27/2024,Nordic Baltic Tour 7,-,Darius Labanauskas,83.08
07/27/2024,World Seniors Darts Tour 14,-,Paul Rowley,88.47
07/28/2024,Development Tour 20,-,Niko Springer,93.22
07/28/2024,Nordic Baltic Tour 8,-,Oskar Lukasiak,83.85
07/31/2024,Players Championship 15,PT,Luke Littler,100.48
08/01/2024,Players Championship 16,PT,Mike De Decker,97.05
08/02/2024,Players Championship 17,PT,Josh Rock,96.73
08/03/2024,CDC Pro Tour 6,-,Jim Long,91.47
08/03/2024,CDC Pro Tour 7,-,Stowe Buntz,87.32
08/03/2024,European Tour Card Holder Qualifier 11,Q,,
08/03/2024,European Tour Card Holder Qualifier 12,Q,,
08/03/2024,Pacific Masters Mens,-,Brandon Weening,84.52
08/03/2024,Pacific Masters Womens,-,Jules Taylor,59.4
08/04/2024,CDC Pro Tour 8,-,Leonard Gates,89.67
08/10/2024,Asian Tour 16,-,Hugo Leung Man Lok,86.32
08/10/2024,Asian Tour 17,-,Lourence Ilagan,83.57
08/10/2024,Women's Series 13,-,Beau Greaves,79.1
08/10/2024,Women's Series 14,-,Aileen de Graaf,74.79
08/10/2024,World Series of Darts 6,U,Gerwyn Price,96.42
08/11/2024,Asian Tour 18,-,Paolo Nebrida,83.07
08/11/2024,Women's Series 15,-,Noa-Lynn van Leuven,80.68
08/11/2024,Women's Series 16,-,Beau Greaves,83.64
08/16/2024,Challenge Tour 16,-,Alexander Merkx,85.89
08/16/2024,Challenge Tour 17,-,Connor Scutt,91.42
08/17/2024,Challenge Tour 18,-,Jimmy van Schie,89.36
08/17/2024,Challenge Tour 19,-,Wesley Plaisier,89.41
08/17/2024,Swedish Open Mens,-,Xanti Van Den Bergh,79.49
08/17/2024,Swedish Open Womens,-,Aletta Wajer,67.48
08/17/2024,World Series of Darts 7,U,Luke Humphries,98.62
08/18/2024,Challenge Tour 20,-,Christian Kist,91.86
08/18/2024,China Championship,-,,
08/18/2024,Swedish Masters Mens,-,Tonni Sorensen,85.75
08/18/2024,Swedish Masters Womens,-,Kirsty Hutchinson,68.86
08/21/2024,Players Championship 18,PT,Damon Heta,99.52
08/22/2024,Players Championship 19,PT,Chris Dobey,97.38
08/23/2024,European Tour Card Holder Qualifier 13,Q,,
08/23/2024,World Series Finals Tour Card Qualifier,Q,,
08/24/2024,CDA Open,-,Danny Porter,82.05
08/24/2024,CDC Pro Tour 9,-,Leonard Gates,86.69
08/24/2024,CDC Pro Tour 10,-,Jim Long,81.91
08/24/2024,Eunice Blackmore Memorial,-,Danny Porter,74.8
08/24/2024,Nordic Baltic Tour 9,-,Andreas Harrysson,90.84
08/25/2024,CDC Pro Tour 11,-,Alex Spellman,85.98
08/25/2024,Nordic Baltic Tour 10,-,Darius Labanauskas,91.66
09/01/2024,European Tour 9,ET,Peter Wright,97.03
09/07/2024,DPNZ Pro Tour 9,-,Haupai Puha,89.73
09/07/2024,PDJ Steel Darts Japan Tour 9,-,Nobuhiro Yamamoto,86.75
09/07/2024,PDJ Steel Darts Japan Tour 10,-,Tsukasa Moritani,74.95
09/07/2024,Women's Series 17,-,Beau Greaves,82.36
09/07/2024,Women's Series 18,-,Beau Greaves,87.48
09/08/2024,Catalonia Open Men,-,,
09/08/2024,Catalonia Open Women,-,,
09/08/2024,DPNZ Pro Tour 10,-,Ben Robb,85.01
09/08/2024,European Tour 10,ET,Dave Chisnall,99.01
09/08/2024,FCD Anniversary Open Men,-,,
09/08/2024,FCD Anniversary Open Women,-,,
09/08/2024,PDJ Steel Darts Japan Tour Finals,-,Tomoya Goto,85.69
09/08/2024,Women's Series 19,-,Gemma Hayter,83.42
09/08/2024,Women's Series 20,-,Robyn Byrne,70.07
09/14/2024,DPA Pro Tour 13,-,James Bailey,80.69
09/14/2024,DPA Pro Tour 14,-,Joe Comito,84.87
09/14/2024,Witch City Open Mens,-,Leonard Gates,87.67
09/14/2024,Witch City Open Womens,-,Tracy Feiertag,62.27
09/15/2024,DPA Pro Tour 15,-,Joe Comito,85.91
09/15/2024,World Series of Darts Finals,U,Luke Littler,103.79
09/17/2024,Players Championship 20,PT,Luke Littler,98.82
09/18/2024,Players Championship 21,PT,Michael van Gerwen,98.63
09/21/2024,British Classic Men,-,Connor Scutt,92.02
09/21/2024,British Classic Women,-,Beau Greaves,89.2
09/22/2024,British Open Men,-,Carl Wilkinson,87.7
09/22/2024,British Open Women,-,Beau Greaves,89.36
09/22/2024,European Tour 11,ET,Michael van Gerwen,100.71
09/24/2024,Players Championship 22,PT,Gary Anderson,100.23
09/25/2024,Players Championship 23,PT,Dave Chisnall,100.3
09/26/2024,European Tour Home Nation Qualifier 12,Q,,
09/28/2024,African Continental Tour 5,-,Cameron Carolissen,80.32
09/29/2024,European Tour 12,ET,Martin Schindler,95.94
09/29/2024,North Queensland Classic Mens,-,Raymond Smith,87.01
09/29/2024,North Queensland Classic Womens,-,Tiarna Smith,67.38
09/29/2024,World Championship - African Qualifier,Q,Cameron Carolissen,80.62
10/01/2024,Players Championship 24,PT,Wessel Nijman,98.92
10/02/2024,Players Championship 25,PT,Chris Dobey,100.95
10/03/2024,Players Championship 26,PT,Luke Humphries,97.95
10/04/2024,Asian Tour 19,-,Ryusei Azemoto,85.82
10/04/2024,Asian Tour 20,-,Jenn Ming Tan,81.59
10/05/2024,Asian Tour 21,-,Tomoya Goto,89.19
10/05/2024,Asian Tour 22,-,Lihao Wen,81.67
10/05/2024,CDLC Pro Tour 3,-,Rashad Sweeting,76.26
10/05/2024,DPNZ Pro Tour 11,-,Mark Cleaver,80.27
10/06/2024,Asian Tour 23,-,Lourence Ilagan,90.27
10/06/2024,Asian Tour 24,-,Haruki Muramatsu,86.81
10/06/2024,CDLC Pro Tour 4,-,Guillermo Soto,67.39
10/06/2024,DPNZ Pro Tour 12,-,,
10/11/2024,World Open Boys,-,Mason Teese,77.47
10/11/2024,World Open Girls,-,Paige Pauling,73.63
10/11/2024,World Open Men,-,Reece Colley,88.69
10/11/2024,World Open Women,-,Beau Greaves,97.55
10/12/2024,Development Tour 21,-,Wessel Nijman,97.98
10/12/2024,Development Tour 22,-,Wessel Nijman,95
10/12/2024,World Championship - Lakeside Qualifier Boys,-,,
10/12/2024,World Championship - Lakeside Qualifier Girls,-,,
10/12/2024,World Championship - Lakeside Qualifier Men,-,,
10/12/2024,World Championship - Lakeside Qualifier Women,-,,
10/12/2024,World Masters,-,Wesley Plaisier,89.25
10/12/2024,World Masters Women,-,Beau Greaves,92.3
10/13/2024,Development Tour 23,-,Tavis Dudeney,85.06
10/13/2024,Development Tour 24,-,Henry Coates,88.25
10/13/2024,World Grand Prix,MJ,Mike De Decker,91.06
10/15/2024,Players Championship 27,PT,Michael van Gerwen,95.84
10/16/2024,Players Championship 28,PT,Wesley Plaisier,97.28
10/18/2024,African Continental Tour 6,-,Johan Geldenhuys,74.2
10/18/2024,World Seniors Darts Tour 15,-,John Henderson,92.82
10/19/2024,CDC Continental Cup,-,Leonard Gates,88.01
10/19/2024,DPA Matchplay Singles,-,Jaymie Hilton-Jones,76.94
10/19/2024,Latvia Open Mens,-,Darius Labanauskas,87.34
10/19/2024,Latvia Open Womens,-,Anca Zijlstra,68.98
10/19/2024,Women's Series 21,-,Noa-Lynn van Leuven,86.01
10/19/2024,Women's Series 22,-,Beau Greaves,85.27
10/19/2024,World Seniors Darts Tour 16,-,Richard-Eirig Rowlands,85.9
10/20/2024,ADC African Qualifier,-,Johan Geldenhuys,78.11
10/20/2024,Asian Championship,-,Lourence Ilagan,87.38
10/20/2024,European Tour 13,ET,Luke Humphries,105.42
10/20/2024,Oceanic Masters,-,,
10/20/2024,Riga Open Mens,-,Jonas Masalin,83.56
10/20/2024,Riga Open Womens,-,Anca Zijlstra,66.08
10/20/2024,Women's Series 23,-,Fallon Sherrock,80.18
10/20/2024,Women's Series 24,-,Angela Kirkwood,71.08
10/27/2024,European Championship,MJ,Ritchie Edhouse,97.45
10/27/2024,PDC World Championship - Indian Qualifier 1,Q,Nitin Kumar,79.65
10/28/2024,PDC World Championship - Indian Qualifier 2,Q,Nitin Kumar,86.41
